filepath,label
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000197.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000317.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000165.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000132.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000408.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000192.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000155.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000157.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000315.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000121.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000215.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000205.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000304.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000201.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000231.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000222.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000355.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000291.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000220.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000077.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000372.JPG,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000298.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000253.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000128.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000362.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000300.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000406.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000242.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000340.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000346.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000300.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000329.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000220.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000228.png,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000309.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000418.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000201.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000155.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000205.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000434.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000251.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000194.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000186.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000118.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000243.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000157.png,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000171.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000255.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000261.png,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000238.png,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000437.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000175.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000366.png,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000131.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000194.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000233.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000149.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000318.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000204.png,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000388.png,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000412.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000165.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000260.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000361.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000258.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000303.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000186.png,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000159.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000335.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000233.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000109.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000306.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000311.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000348.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000367.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000303.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000227.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000096.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000287.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000227.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000322.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000423.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000336.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000358.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000308.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000277.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000132.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000134.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000226.JPG,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000217.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000135.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000181.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\File38.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000151.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000270.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000153.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000204.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000145.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000303.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000293.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000212.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000429.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000136.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000378.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000270.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000301.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000168.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000125.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000221.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000098.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000256.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000381.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\File12.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\File72.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000225.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000112.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000295.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000326.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000251.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000191.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000433.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000136.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000332.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000191.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000314.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000129.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000319.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000244.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000172.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000336.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000347.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000395.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000240.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000254.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000176.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000141.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000322.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000263.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000249.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000224.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000096.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000365.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000410.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000200.png,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000425.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000211.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000285.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000150.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000155.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000337.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000435.JPG,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000301.JPG,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000147.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000307.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000428.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000313.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000377.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000172.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000132.png,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000126.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000209.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000342.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000115.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000410.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000174.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000276.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000247.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000138.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000331.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000264.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000086.png,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000209.JPG,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000130.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000380.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000295.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000126.JPG,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000137.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000250.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000150.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000292.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000087.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000360.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000413.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000330.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000272.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000279.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000260.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000281.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000107.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000161.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000320.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000208.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000306.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000223.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\File47.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000083.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000160.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000393.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000251.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000254.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000164.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000263.png,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000312.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000318.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000171.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000267.png,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000080.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000238.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000375.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000265.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000154.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000272.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000321.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000099.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000369.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000129.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000160.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000375.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000177.png,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000197.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000159.png,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000285.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\File13.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000277.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000177.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000349.png,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000312.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000387.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000216.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000217.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000346.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000091.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000187.png,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000385.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000246.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000431.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000354.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000318.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000265.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000168.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000376.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000130.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000143.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000379.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000246.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000363.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000156.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000149.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000330.png,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\downdog\00000142.jpg,downdog
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000309.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000119.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000283.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000393.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\tree\00000146.jpg,tree
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\plank\00000385.jpg,plank
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\warrior2\00000381.jpg,warrior2
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000392.jpg,goddess
D:\Projects\fitai\datasets\raw\yoga\DATASET\TRAIN\goddess\00000389.jpg,goddess
